num_topics,coherence,topic_diversity
5,0.4867945140973139,0.74
10,0.5179245787041442,0.69
15,0.42446070419282733,0.62
20,0.4907718736521439,0.54
25,0.4815994687970618,0.52
30,0.44805896393816913,0.48333333333333334
35,0.4455307667239291,0.5428571428571428
40,0.4542697093942542,0.4875
45,0.4516284934571584,0.5222222222222223
50,0.442403338551302,0.426
