num_topics,topic_id,words
40,12,"allah, nya, maha, nabi, kepadamu, rasul, muhammad, ku, kepada, penyayang"
40,13,"menjadikan, engkau, musa, tuhan, tuhanku, tuhanmu, allahlah, bumi, kepadaku, kekuasaan"
40,14,"orang, beriman, allah, kafir, mukmin, kitab, berbuat, ayat, akhirat, nya"
40,15,"neraka, seburuk, azab, dunia, wajah, perbuat, bertakwa, ancaman, golongan, dalamnya"
40,16,"orang, beriman, kufur, kafir, mukmin, akhirat, jalan, allah, azab, menerima"
40,17,"orang, beriman, kufur, azab, kafir, mukmin, allah, berbuat, musyrik, akhirat"
40,18,"mewajibkannya, penebus, dilekatkan, gigi, muatkan, rahbaniah, dikalungi, katalah, memaafkannya, menakjubkanmu"
40,19,"badanmu, menadaburi, jumlahmu, melayarkan, berharaplah, zamannya, membantahku, gantilah, rahbaniah, tambahannya"
40,20,"orang, kaum, beriman, berbuat, allah, ayat, sungguh, jalan, anak, mengikuti"
40,21,"penghayatan, menukarkannya, kekafiranmu, amalkan, minyaknya, membantahku, diinginkannya, pakailah, hunain, mengiringi"
40,22,"allah, nya, kepadamu, benar, nabi, sungguh, muhammad, rasul, petunjuk, bumi"
40,23,"allah, nya, nabi, perempuan, kepadamu, maha, rasul, laki, saudara, sungguh"
40,24,"ada, engkau, kuasa, penyayang, milik, rezeki, langit, sungai, nyala, perang"
40,25,"nya, allah, nabi, maha, muhammad, kepada, benar, kepadamu, engkau, bumi"
40,26,"musa, alam, penghayatan, bersukacitalah, berdua, pengasih, aun, penciptaan, berdoa, kapal"
40,27,"allah, laki, beriman, kepadamu, rasul, nya, ayat, anak, berbuat, jalan"
40,28,"maha, nabi, nya, hamba, allah, bumi, benar, penyayang, perkasa, muhammad"
40,29,"takut, pelajaran, malaikat, nenek, benar, kebanyakan, membawa, ku, salah, jibril"
40,30,"mewajibkannya, gigi, badanmu, kesalehan, seizin, kecantikannya, kekafiranmu, memukulnya, qur, tawanlah"
40,31,"badanmu, menakjubkanmu, selebar, mulah, menukarkannya, padian, memikulnya, qur, gigi, akbar"
40,32,"azab, neraka, saleh, orang, pahala, buruk, beramal, balasan, pedih, kufur"
40,33,"berfirman, kebesaran, ya, nama, yusuf, hikmah, perkasa, qub, berdoa, berlayar"
40,34,"orang, azab, beriman, kafir, kufur, ayat, akhirat, pedih, zalim, buruk"
40,35,"saleh, memecah, beramal, olok, istrinya, neraka, laknat, perkataan, golongan, kelompok"
40,36,"mengimani, sepertiganya, waktu, dimohonkan, mewajibkannya, mencekik, membantahku, besarlah, khawatirkan, telanlah"
40,37,"mewajibkannya, ditandai, tambahannya, terkutuklah, pemboros, penghayatan, jumlahmu, menyentuhmu, gigi, sembelihlah"
40,38,"maha, engkau, bijaksana, tuhan, berfirman, peringatan, muhammad, pemberi, perkasa, langit"
40,39,"kepada, menciptakan, langit, bumi, ku, yusuf, siang, kekuasaan, fir, tuhanku"
45,0,"maha, allah, nya, bumi, langit, nabi, bagimu, kepadamu, muhammad, tuhan"
45,1,"orang, kafir, kufur, beriman, buruk, akhirat, neraka, saleh, zalim, beramal"
45,2,"sesusuan, menyusuimu, pergilirkan, kesempitan, suw, kejayaan, menyusahkanmu, kesyukuranmu, peruntukkan, mencampuri"
45,3,"celah, kejayaan, mudaratnya, tangkaplah, hidup, meminjamkan, menguraikan, sejati, menakar, awasilah"
45,4,"anak, orang, perempuan, allah, rasul, laki, beriman, sungguh, ayat, nya"
45,5,"orang, beriman, mukmin, berbuat, harta, laki, allah, perempuan, azab, jalan"
45,6,"mengutus, ibrahim, taurat, pemberi, kepadaku, berfirman, musa, jibril, tuhanku, manakah"
45,7,"menyusuimu, menyusahkanmu, pemakmurnya, ditepati, keberpalingan, dijangkau, sejati, pergilirkan, menyukaimu, ramadan"
45,8,"nabi, muhammad, bumi, tanda, sungguh, nya, tuhanmu, manusia, karunia, rezeki"
45,9,"engkaulah, penciptamu, alam, sunah, pengasih, tuhanmu, menyesatkanku, habislah, sekutukan, letakkanlah"
45,10,"neraka, kekal, pendurhaka, pahala, balasan, memperoleh, putih, penghuni, tumbuhan, jahanam"
45,11,"orang, beriman, kufur, azab, zalim, mukmin, kafir, golongan, berbuat, rugi"
45,12,"negeri, musa, lembah, ayahku, menimpa, arab, temali, mendapatiku, penduduk, berlaku"
45,13,"berpaling, benar, musuh, menyombongkan, sesat, hud, pelajaran, azab, fir, kisas"
45,14,"kufur, nabi, niscaya, setan, tuhannya, terangan, istri, beriman, neraka, rasul"
45,15,"tingginya, mengira, kemukakan, memerhatikan, kepitlah, campuri, habislah, diwahyukan, ketiakmu, gemerlapnya"
45,16,"tanda, ayat, seandainya, allah, sungguh, rasul, tuhanmu, agama, kepadamu, petunjuk"
45,17,"habislah, menyusahkanmu, bertobatlah, bagiannya, keberadaannya, persemendaan, tiri, umur, kejayaan, pergilirkan"
45,18,"allah, nabi, nya, muhammad, rasul, engkau, maha, manusia, kepadamu, bumi"
45,19,"pemakmurnya, kesempitan, menyusuimu, ka, angankan, pasanganmu, utangmu, siksaannya, uzair, menidurkan"
45,20,"orang, beriman, kafir, kufur, zalim, neraka, azab, dosa, laki, surga"
45,21,"setelahnya, ramadan, mengira, menantu, keberadaannya, menyusahkanmu, habislah, menjadikanmu, tiri, kandungmu"
45,22,"campuri, menumbuhkan, siksaannya, menantu, bebas, tiri, bagiannya, mertua, dirujuk, mengiringi"
45,23,"beriman, orang, kufur, zalim, kaum, rasul, sungguh, ayat, ampunan, musyrik"
45,24,"pemakmurnya, mengiringi, ganjaran, siksaannya, subur, diadakan, memeliharamu, meminjamkan, habil, api"
45,25,"menyusuimu, pemakmurnya, meminjamkan, habislah, dirujuk, menantu, menyusahkanmu, ramadan, mertua, memerlukanmu"
