num_topics,topic_id,words
40,0,"orang-orang, allah, kaum, azab, kafir, niscaya, sungguh, benar-benar, orang, rasul, kepadamu, seandainya, mendustakan, kufur, nabi"
40,1,"allah, orang-orang, beriman, jalan, saleh, pahala, niscaya, orang, beramal, bertakwa, surga, sisi, rezeki, berperang, berbuat"
40,2,"allah, orang-orang, dunia, kehidupan, rezeki, akhirat, harta, beriman, mencari, kehendaki, berbuat, karunia, neraka, azab, benar-benar"
40,3,"engkau, maha, orang, tuhan, orang-orang, allah, mendengar, tuhanku, berdoa, muhammad, kepadaku, tuhannya, takut, dosa, nabi"
40,4,"engkau, nabi, muhammad, petunjuk, allah, alquran, kehendaki, orang, orang-orang, maha, kepadamu, berdasarkan, bahasa, mengikuti, hati"
40,5,"allah, petunjuk, orang-orang, orang, manusia, jalan, bumi, tuhan, lurus, maha, muhammad, kufur, menciptakan, menjadikan, wajahmu"
40,6,"allah, tuhan, maha, nabi, muhammad, bumi, langit, engkau, orang-orang, kepada-nya, kepadaku, kepadamu, suci, menjadikan, tuhanmu"
40,7,"allah, orang-orang, nabi, muhammad, beriman, engkau, mukmin, munafik, rasul-nya, kepadamu, orang, kafir, hati, berperang, takut"
40,8,"pohon, kurma, allah, kebun, air, menumbuhkan, tanaman, benar-benar, anggur, warnanya, kaum, kebesaran, makanlah, buah, perumpamaan"
40,9,"orang-orang, allah, beriman, azab, orang, kaum, sungguh, ayat-ayat, engkau, kafir, nabi, muhammad, menjadikan, zalim, petunjuk"
40,10,"allah, bumi, maha, langit, tanda-tanda, orang-orang, benar-benar, kebesaran, menciptakan, menjadikan, kekuasaan, siang, malam, kaum, kehendaki"
40,11,"orang-orang, azab, engkau, allah, tuhan, nabi, muhammad, kaum, tuhanmu, unta, betina, kepadamu, zalim, ditimpa, menjadikan"
40,12,"allah, orang-orang, maha, bagimu, harta, kafir, mahar, perempuan-perempuan, orang, dosa, beriman, pakaian, miskin, halal, berikanlah"
40,13,"allah, orang, orang-orang, saksi, kesaksian, dosa, berbuat, adil, kepadamu, perbuatan, maha, beriman, nama, bersumpah, batas"
40,14,"engkau, berfirman, ingatlah, gunung, musa, malaikat, api, iblis, allah, tanah, tuhanmu, golongan, bersujud, tuhannya, niscaya"
40,15,"allah, kaum, benar-benar, engkau, tuhan, kaumku, sungguh, nyata, musa, kaumnya, ingatlah, nuh, kepadamu, bagimu, bukti"
40,16,"allah, orang-orang, kepadamu, manusia, sungguh, tuhanmu, nabi, rasul, engkau, muhammad, benar-benar, ayat-ayat, orang, mengikuti, kebenaran"
40,17,"allah, anak, orang-orang, gembira, kabar, yusuf, ibrahim, negeri, ingatlah, maha, membawa, kepadamu, musa, sapi, menahan"
40,18,"allah, orang-orang, kepadamu, ibrahim, ingatlah, manusia, agama, berfirman, nabi, menjadikan, menganugerahkan, sungguh, tuhan, kitab, maryam"
40,19,"allah, setan, orang-orang, golongan, musuh, berdua, bagimu, jalan, indah, salat, dosa, mengikuti, ketahuilah, beriman, surga"
40,20,"tujuh, orang-orang, engkau, sapi, kepadamu, tangkai, ekor, orang, semoga, keselamatan, mun, alaikum, tercurah, sal, allah"
