num_topics,coherence,topic_diversity
5,0.50595590652942,1.0
10,0.50595590652942,1.0
15,0.50595590652942,1.0
20,0.50595590652942,1.0
25,0.50595590652942,1.0
30,0.50595590652942,1.0
35,0.50595590652942,1.0
40,0.50595590652942,1.0
45,0.50595590652942,1.0
50,0.50595590652942,1.0
