num_topics,coherence,topic_diversity
5,0.39358785363009585,0.76
10,0.3930489122585928,0.77
15,0.4058205074872095,0.8
20,0.404370342402198,0.725
25,0.4102505181513856,0.76
30,0.4325106693294686,0.7933333333333333
35,0.4460912476662754,0.8028571428571428
40,0.45671588029084254,0.7975
45,0.4473792610351465,0.8066666666666666
50,0.45774015683367897,0.82
